,video_name,Neutral-Neutral,Neutral-Happiness,Neutral-Sadness,Neutral-Surprise,Neutral-Fear,Neutral-Anger,Neutral-Disgust,Neutral-Contempt,Happiness-Neutral,Happiness-Happiness,Happiness-Sadness,Happiness-Surprise,Happiness-Fear,Happiness-Anger,Happiness-Disgust,Happiness-Contempt,Sadness-Neutral,Sadness-Happiness,Sadness-Sadness,Sadness-Surprise,Sadness-Fear,Sadness-Anger,Sadness-Disgust,Sadness-Contempt,Surprise-Neutral,Surprise-Happiness,Surprise-Sadness,Surprise-Surprise,Surprise-Fear,Surprise-Anger,Surprise-Disgust,Surprise-Contempt,Fear-Neutral,Fear-Happiness,Fear-Sadness,Fear-Surprise,Fear-Fear,Fear-Anger,Fear-Disgust,Fear-Contempt,Anger-Neutral,Anger-Happiness,Anger-Sadness,Anger-Surprise,Anger-Fear,Anger-Anger,Anger-Disgust,Anger-Contempt,Disgust-Neutral,Disgust-Happiness,Disgust-Sadness,Disgust-Surprise,Disgust-Fear,Disgust-Anger,Disgust-Disgust,Disgust-Contempt,Contempt-Neutral,Contempt-Happiness,Contempt-Sadness,Contempt-Surprise,Contempt-Fear,Contempt-Anger,Contempt-Disgust,Contempt-Contempt,target
89,trial_lie_045_1,4,0,3,0,6,0,2,0,0,0,0,0,0,0,0,0,1,0,5,0,8,0,1,0,0,0,0,0,0,0,1,0,6,0,4,0,9,1,14,0,0,0,0,0,2,1,2,0,4,0,3,1,10,3,15,0,0,0,0,0,0,0,0,0,0
90,trial_lie_046_0,21,0,11,1,1,5,11,4,0,2,0,0,0,0,2,1,14,0,16,0,2,4,4,0,0,0,0,1,1,0,0,0,1,0,5,0,5,0,0,0,8,0,2,0,0,7,1,1,6,3,6,0,1,2,12,0,5,0,0,0,0,1,0,4,0
91,trial_lie_046_1,32,0,16,0,5,8,8,1,0,0,0,0,0,0,0,0,18,0,20,0,3,3,8,0,0,0,0,0,0,0,0,0,3,0,2,0,7,0,6,0,8,0,2,0,0,4,4,0,8,0,11,0,3,2,16,4,1,0,0,0,0,1,3,2,0
92,trial_lie_047_0,6,0,3,0,0,3,2,3,0,0,0,0,0,0,0,0,1,0,5,0,1,10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,8,0,0,8,1,0,4,0,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0
93,trial_lie_047_1,4,0,0,4,1,3,2,0,0,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,3,0,0,8,6,0,1,1,3,0,0,5,7,0,1,0,1,0,1,0,0,1,0,0,1,3,0,2,2,0,11,8,1,0,0,0,0,0,8,8,0
94,trial_lie_048_0,25,0,14,16,0,1,5,3,0,0,0,0,0,0,0,0,16,0,29,4,0,15,12,1,14,0,4,15,0,2,8,1,0,0,0,0,0,0,0,0,0,0,16,3,0,14,5,0,7,0,13,4,0,6,18,0,2,0,1,2,0,0,0,2,0
95,trial_lie_048_1,5,0,4,3,0,0,0,1,0,6,0,6,0,0,0,3,3,0,16,3,1,12,0,0,4,4,2,9,3,2,1,2,0,0,0,4,3,0,0,0,0,0,12,1,0,5,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,4,0
96,trial_lie_049_0,4,0,0,2,1,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,2,0,0,1,0,0,0,1,1,2,0,5,0,0,0,1,0,0,4,4,4,5,0,0,0,6,3,16,6,2,0,0,0,0,5,5,6,0
97,trial_lie_049_1,3,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,11,0,1,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,7,4,10,0,0,7,0,0,4,9,3,4,0,5,0,0,11,1,18,0
98,trial_lie_050_0,8,0,0,2,5,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,2,1,0,0,4,0,1,1,6,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
99,trial_lie_050_1,4,0,0,1,3,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0,4,2,0,0,0,2,2,1,1,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
100,trial_lie_051_0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,4,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,1,2,5,1,4,0,1,0,0,0,1,3,0
101,trial_lie_051_1,1,0,1,0,0,0,0,4,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,2,0,0,0,2,3,0,0,0,0,1,1,1,4,3,1,0,1,1,0,1,1,2,1,0,0,0,1,1,0,1,1,1,4,0,0,0,0,1,2,5,0
102,trial_lie_052_0,17,0,5,3,17,1,2,0,0,3,0,0,3,0,0,1,5,0,4,0,3,1,2,0,0,0,0,5,8,0,0,1,21,3,2,6,29,6,4,2,2,0,0,0,5,5,1,0,0,0,4,0,4,1,4,0,0,1,0,0,3,0,0,1,0
103,trial_lie_052_1,17,0,4,2,15,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,4,2,0,0,2,0,0,1,1,0,0,0,17,0,3,1,14,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,trial_lie_053_0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,2,1,3,0,0,0,0,0,1,0,0,1,0,0,2,2,2,0,6,0
105,trial_lie_053_1,3,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,3,0,0,6,0
106,trial_lie_054_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,7,1,1,9,0,0,1,0,2,8,1,7,0,0,0,0,1,1,3,3,0,0,0,3,8,8,2,13,0
107,trial_lie_054_1,15,0,1,2,0,0,0,19,1,1,0,0,0,0,0,0,1,0,4,0,1,0,0,6,2,0,0,1,1,0,0,0,1,0,0,1,4,3,0,3,0,0,1,0,2,3,1,1,0,0,0,0,1,1,2,0,17,1,6,0,3,1,0,18,0
108,trial_lie_055_0,5,0,1,8,4,0,1,2,0,1,0,1,1,0,0,0,0,0,1,3,3,0,0,0,9,1,3,30,21,0,1,16,6,0,2,20,20,1,3,1,0,0,0,1,0,0,0,1,0,0,0,2,3,1,4,0,1,1,0,16,1,0,1,8,0
109,trial_lie_055_1,14,0,2,5,4,0,0,14,0,1,0,1,0,0,0,0,2,0,4,1,1,0,0,4,6,0,0,13,3,0,0,22,4,0,1,6,5,2,0,1,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,12,1,5,18,4,3,0,24,0
110,trial_lie_056_0,27,0,1,13,0,10,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,2,0,20,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0
111,trial_lie_056_1,30,0,1,9,12,2,26,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,11,0,0,7,2,0,8,0,10,1,0,3,10,0,11,2,0,0,0,1,0,1,1,0,28,1,1,7,12,1,19,1,2,0,0,1,1,0,1,1,0
112,trial_lie_057_0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,5,1,0,0,7,0,0,0,1,2,0,0,2,0,0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,3,2,1,7,2,7,0,12,0
113,trial_lie_057_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,6,0,0,1,4,2,0,0,5,0,0,0,0,6,1,2,7,0,0,1,0,0,0,4,0,0,0,0,0,2,2,3,4,0,0,5,8,6,1,2,18,0
114,trial_lie_058_0,5,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,4,0,3,0,0,0,0,10,21,0,6,0,1,0,5,22,25,0,0,0,0,0,0,0,0,0,0
115,trial_lie_058_1,15,0,2,0,1,4,10,3,0,0,0,0,1,0,0,0,1,0,3,0,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,3,0,3,0,0,8,6,0,14,0,1,1,1,7,19,0,1,1,0,0,0,0,1,2,0
116,trial_lie_059_0,17,0,2,0,13,2,2,7,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,2,0,0,0,1,2,0,0,1,11,0,1,2,37,3,1,28,2,0,0,0,5,7,1,3,2,0,0,0,0,1,4,2,11,0,1,1,26,4,1,26,0
117,trial_lie_059_1,15,0,0,0,9,0,0,16,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,1,0,1,29,1,1,23,1,0,0,0,1,3,0,2,0,0,0,0,0,0,1,2,12,3,0,0,25,3,1,40,0
118,trial_lie_060_0,5,0,0,0,8,10,0,0,0,6,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,7,16,6,0,2,12,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,5,0
119,trial_lie_060_1,11,2,1,2,8,2,0,3,2,1,0,1,4,0,0,1,1,0,1,0,0,0,0,0,2,0,0,10,14,0,2,0,8,4,0,9,14,0,10,2,1,0,0,1,0,0,0,0,1,0,0,5,6,0,7,1,3,2,0,0,1,0,1,5,0
120,trial_lie_061_0,8,0,3,2,9,0,2,0,0,1,0,1,3,0,0,0,3,0,3,0,2,0,3,0,1,1,0,8,3,0,0,3,8,2,3,1,22,0,21,1,0,0,0,0,0,0,0,0,5,0,2,1,17,0,12,2,0,1,0,3,1,0,1,4,0
121,trial_lie_061_1,21,0,6,1,17,4,3,0,0,0,0,0,0,0,0,0,5,0,8,0,4,1,2,0,1,0,1,2,1,0,0,0,17,0,3,1,19,0,5,0,3,0,1,0,0,6,2,0,4,0,1,1,5,1,6,0,0,0,0,0,0,0,0,0,0
122,trial_truth_001_0,5,0,1,0,1,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,2,4,0,0,0,0,0,1,0,1,0,5,0,0,2,0,7,1,0,1,1,0,3,0,2,10,7,0,0,0,1,0,0,6,6,1
123,trial_truth_001_1,5,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,3,2,3,2,1,0,0,1,2,3,2,0,0,4,0,0,4,0,11,11,0,1,0,0,2,2,14,13,1,0,0,0,0,0,0,2,0,1
124,trial_truth_002_0,14,1,2,0,0,13,4,1,0,1,0,1,1,0,0,2,2,0,3,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,5,0,9,0,0,0,0,7,9,0,7,2,4,1,4,6,19,0,2,1,0,0,0,0,0,2,1
125,trial_truth_002_1,6,0,0,2,0,5,5,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,6,1,6,0,0,0,0,0,2,9,0,9,0,7,1,1,2,1,11,10,2,4,0,0,2,9,11,15,0,2,1,0,0,0,0,0,1,1
126,trial_truth_003_0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1,0,4,0,1,4,2,1,0,1,2,0,1,4,5,1
127,trial_truth_003_1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,4,1,0,0,0,0,4,0,0,5,2,0,0,0,0,1,0,1,0,0,0,5,0,0,7,6,1,0,0,1,4,1,6,10,6,1,0,0,3,0,1,5,5,1
128,trial_truth_004_0,33,0,0,1,0,3,39,4,0,1,0,0,0,0,0,1,0,0,4,0,0,0,4,2,1,0,0,7,0,0,13,0,0,0,0,0,1,0,2,1,2,0,1,0,0,14,14,0,37,0,4,13,3,14,62,7,8,1,1,0,0,0,5,11,1
129,trial_truth_004_1,20,0,1,3,1,0,25,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,2,4,0,0,16,4,1,23,3,0,0,0,8,19,0,21,1,0,0,0,0,0,0,1,0,25,0,11,23,23,0,77,17,7,0,2,1,2,0,17,14,1
130,trial_truth_005_0,20,0,3,3,0,2,20,0,0,1,0,0,0,0,2,2,6,0,11,0,0,0,9,0,1,0,0,3,0,0,3,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,2,0,21,2,11,1,2,1,30,0,0,2,0,0,0,0,0,0,1
131,trial_truth_005_1,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,18,0,0,0,1,5,0,0,6,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,4,0,20,7,2,1,28,0,0,0,0,0,0,0,0,0,1
132,trial_truth_006_0,14,1,5,2,1,2,8,4,0,1,0,0,0,0,1,2,4,0,7,0,0,0,5,2,2,1,0,7,0,0,4,0,0,0,0,1,5,0,6,0,1,0,0,0,0,3,5,0,10,0,5,4,6,4,25,2,6,1,2,0,0,0,1,8,1
133,trial_truth_006_1,5,1,0,1,0,0,5,5,0,2,0,0,0,0,3,0,0,0,8,1,0,0,9,2,1,0,1,7,0,0,6,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,8,2,10,6,2,0,26,6,3,0,2,0,1,0,9,9,1
134,trial_truth_007_0,9,0,1,1,0,0,4,4,0,2,0,0,0,0,0,2,1,0,23,0,0,0,20,6,2,0,1,22,2,0,17,9,0,0,0,2,5,0,4,0,0,0,0,0,0,0,0,0,5,0,16,16,4,0,45,9,2,2,8,12,0,0,5,16,1
135,trial_truth_007_1,14,0,7,4,0,0,5,1,0,0,0,0,0,0,0,0,5,0,19,5,1,0,15,6,4,0,1,43,2,0,32,14,0,0,1,3,8,0,8,1,0,0,1,0,0,0,2,0,4,0,18,29,10,3,57,8,4,0,5,11,0,0,10,16,1
136,trial_truth_008_0,25,0,6,0,0,1,26,1,0,3,0,0,0,0,4,1,4,0,6,0,0,0,8,0,1,0,0,3,0,0,3,0,0,0,0,0,7,0,11,0,1,0,0,0,0,0,0,0,27,5,6,4,11,0,42,0,0,0,0,0,0,0,1,0,1
137,trial_truth_008_1,34,1,5,4,1,2,39,0,1,0,0,1,0,0,0,0,4,0,3,0,0,1,1,0,4,0,0,9,1,0,11,0,0,0,0,2,4,0,7,0,2,0,0,0,0,3,5,0,40,1,1,9,7,4,45,1,0,0,0,0,0,0,1,0,1
138,trial_truth_009_0,21,0,10,7,0,1,7,1,0,0,0,0,0,0,0,0,7,0,12,2,2,0,9,1,6,0,1,11,2,1,7,0,0,0,3,2,2,1,2,0,1,0,0,1,0,0,2,0,10,0,6,6,4,1,14,0,1,0,1,0,0,0,0,1,1
139,trial_truth_009_1,11,0,0,3,1,0,10,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,5,0,4,0,0,10,2,0,8,1,0,0,0,5,8,0,5,0,0,0,0,0,0,0,0,0,10,2,5,7,7,0,22,3,0,0,0,1,0,0,3,4,1
140,trial_truth_010_0,40,2,8,9,6,6,19,2,1,0,0,0,0,0,2,0,12,0,9,0,1,1,1,0,8,0,0,19,15,0,4,0,3,0,6,14,23,0,12,0,6,0,1,0,0,2,2,0,19,1,0,4,14,2,25,0,2,0,0,0,0,0,0,2,1
141,trial_truth_010_1,29,0,14,10,1,0,9,0,0,6,0,1,0,0,1,11,8,0,10,1,7,1,5,0,14,1,1,19,8,0,10,0,0,0,4,12,20,0,14,0,1,0,0,0,0,0,0,0,9,2,3,10,15,0,26,0,1,10,0,0,0,0,0,6,1
142,trial_truth_011_0,20,0,1,1,2,5,17,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,4,1,1,0,0,5,1,0,5,0,0,0,0,1,3,0,7,0,7,0,0,0,0,4,1,0,17,0,5,4,5,2,21,3,2,0,0,1,0,0,3,4,1
143,trial_truth_011_1,13,0,0,1,0,0,14,5,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,8,1,0,16,1,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,1,14,3,0,16,3,1,31,1,4,0,0,1,0,1,2,3,1
144,trial_truth_012_0,26,4,4,2,0,13,10,7,3,3,0,0,0,0,0,1,3,0,8,0,2,0,7,0,1,0,0,0,0,0,3,0,0,0,1,0,2,0,2,0,13,0,1,0,0,6,0,0,12,0,7,2,1,0,16,0,7,0,0,0,0,1,0,4,1
145,trial_truth_012_1,13,1,11,1,0,0,7,1,1,3,0,0,0,0,5,0,10,0,9,0,0,0,5,0,0,0,0,2,0,0,3,0,0,0,0,1,7,0,6,0,0,0,0,0,0,0,0,0,9,4,4,1,7,0,17,1,0,1,0,0,0,0,1,1,1
146,trial_truth_013_0,12,0,0,0,0,5,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,3,0,2,8,1,0,2,1,0,9,0,2,0,0,0,0,1,0,3,1
147,trial_truth_013_1,9,0,0,0,0,0,13,0,1,1,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,11,5,2,0,3,0,17,0,0,0,0,0,0,0,0,0,1
148,trial_truth_014_0,5,0,0,2,0,2,1,1,0,2,0,0,0,4,0,1,0,0,1,0,0,1,1,0,0,0,0,3,2,1,1,0,0,0,1,0,2,0,1,0,2,3,0,1,0,3,3,2,3,0,1,1,0,2,7,0,1,2,0,0,0,1,0,2,1
149,trial_truth_014_1,10,1,0,2,0,15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,0,5,0,2,2,0,0,0,0,0,0,0,1,0,13,0,1,4,0,12,4,0,0,0,0,2,1,3,4,0,0,0,0,0,0,0,0,0,1
150,trial_truth_015_0,9,0,0,0,0,12,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,1,6,0,0,0,0,0,2,0,4,0,11,0,1,2,0,13,10,2,4,0,0,5,4,9,21,4,4,0,0,0,0,3,4,8,1
151,trial_truth_015_1,5,0,0,1,0,2,2,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,0,0,0,0,3,0,8,0,2,0,0,2,0,9,15,2,3,5,0,3,6,16,32,5,0,0,0,0,0,2,5,6,1
152,trial_truth_016_0,4,2,0,2,0,0,1,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,2,3,2,1,0,0,1,0,0,1,2,1
153,trial_truth_016_1,3,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,6,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
154,trial_truth_017_0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1
155,trial_truth_017_1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,0,2,1
156,trial_truth_018_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,0,0,0,0,0,0,0,0,1
157,trial_truth_018_1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,1,0,0,2,3,0,0,1,0,0,0,0,1,3,2,0,1,0,0,0,1,2,2,1,0,0,0,2,1,1,1,3,1
158,trial_truth_019_0,1,0,0,1,0,1,0,2,0,4,0,0,4,0,0,9,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,2,0,2,0,1,8,1,1,9,1,0,0,0,0,2,2,4,0,0,0,0,0,2,1,0,2,11,0,2,8,3,0,18,1
159,trial_truth_019_1,3,1,0,0,0,0,0,3,1,6,0,0,0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,3,0,1,0,0,0,1,1,3,0,2,0,1,2,0,2,0,3,4,0,0,2,4,3,12,1
160,trial_truth_020_0,3,0,0,2,0,1,1,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,1,0,1,1
161,trial_truth_020_1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,2,2,1,0,0,0,0,4,4,1,0,0,2,0,0,1,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
162,trial_truth_021_0,2,1,2,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,1,2,0,0,0,2,0,2,2,4,0,0,0,0,0,0,0,0,0,1
163,trial_truth_021_1,3,0,0,2,3,0,0,0,0,5,0,0,7,0,0,2,0,0,1,0,1,0,0,0,2,0,0,4,1,0,0,1,2,6,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1
164,trial_truth_022_0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,2,2,1,1,0,0,0,3,0,1,1,1,0,2,2,1,9,0,5,6,0,0,1,1,0,3,2,1,0,1,2,0,6,1,8,6,0,0,1,1,6,1,6,11,1
165,trial_truth_022_1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,1,2,0,1,0,0,6,5,1,1,0,0,0,4,4,13,10,0,0,1,0,2,2,9,12,1
166,trial_truth_023_0,8,0,0,1,0,3,6,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,3,1,2,4,0,0,0,0,1,2,0,6,0,2,0,0,1,0,8,13,0,7,0,2,5,6,10,22,3,3,1,0,0,0,1,2,6,1
167,trial_truth_023_1,11,0,1,1,0,2,13,4,0,0,0,0,0,0,0,1,3,0,3,0,0,0,2,0,0,0,0,1,0,0,3,0,1,0,0,1,6,1,6,0,0,0,0,1,1,4,5,0,10,0,4,0,8,4,26,4,6,1,0,0,0,0,1,6,1
168,trial_truth_024_0,12,0,2,2,2,5,7,5,0,1,0,1,0,0,0,1,3,0,3,0,0,0,2,0,1,0,0,4,1,0,3,6,2,0,1,1,9,0,9,0,5,0,0,0,0,3,1,1,5,2,2,4,10,1,18,3,7,0,0,3,0,1,5,12,1
169,trial_truth_024_1,19,0,2,10,1,1,5,13,0,1,0,1,0,0,1,1,2,0,4,0,0,0,2,0,9,2,0,10,2,0,3,5,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,6,0,2,4,0,0,11,6,14,1,0,4,0,0,6,15,1
170,trial_truth_025_0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7,0,1,6,0,2,0,1,0,10,3,2,0,11,0,0,3,2,8,2,2,1,1,0,2,2,3,12,4,5,0,0,1,0,1,4,5,0,0,0,2,13,1,4,0,15,1
171,trial_truth_025_1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,7,0,16,0,0,0,2,1,0,0,1,0,0,0,8,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,16,0,24,0,33,1
172,trial_truth_026_0,22,0,3,3,3,1,0,19,0,1,0,0,0,0,0,1,3,0,3,0,0,0,0,0,3,0,0,2,2,0,0,2,2,0,0,2,5,0,1,2,3,0,0,0,0,1,0,0,0,0,0,0,1,2,3,2,17,1,0,2,1,0,4,19,1
173,trial_truth_026_1,29,0,2,1,1,4,0,25,0,1,0,0,0,0,0,2,3,0,3,0,1,0,0,0,1,0,0,3,2,0,0,1,1,0,0,1,4,1,1,1,2,0,2,0,0,6,2,4,0,0,0,0,0,2,3,2,25,2,0,2,1,3,1,25,1
174,trial_truth_027_0,13,1,0,1,4,2,9,3,0,2,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,2,0,0,1,0,2,0,0,1,3,0,6,0,2,0,0,0,0,2,2,0,9,1,2,0,4,2,13,2,5,0,0,0,0,0,1,4,1
175,trial_truth_027_1,6,0,1,0,1,0,2,2,1,4,1,0,1,0,2,1,0,0,4,0,0,0,5,0,0,1,0,1,0,0,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,1,0,1,5,2,3,2,1,0,12,2,0,1,0,0,1,0,4,4,1
176,trial_truth_028_0,5,0,1,2,0,0,2,6,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,3,4,0,0,5,0,0,0,1,0,0,0,0,2,0,2,1,0,0,0,0,0,1,1,0,1,0,2,0,2,0,6,3,4,1,2,2,1,1,3,9,1
177,trial_truth_028_1,5,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,1,5,0,2,0,0,7,14,4,2,0,1,0,0,1,4,4,1
178,trial_truth_029_0,5,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,0,12,9,0,0,0,0,0,0,9,6,1
179,trial_truth_029_1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,3,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,1,0,5,0,1,4,1,1,12,1,0,0,0,0,0,0,1,1,1
180,trial_truth_030_0,30,0,15,0,7,2,6,10,0,0,0,0,0,0,0,0,14,0,23,0,3,4,8,2,0,0,0,1,1,0,0,0,6,0,2,1,10,0,3,0,3,0,1,0,0,6,5,0,10,0,12,0,1,2,25,3,7,0,1,0,0,1,6,9,1
181,trial_truth_030_1,39,0,10,4,11,0,4,16,0,1,0,0,0,0,0,1,11,0,22,0,3,1,8,2,4,0,0,8,4,0,0,0,6,0,5,4,18,1,5,3,0,0,0,0,0,0,1,0,13,0,7,0,3,0,22,3,10,1,3,0,3,0,8,18,1
182,trial_truth_031_0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,5,0,0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,6,7,0,12,0,0,0,0,0,0,0,0,0,1
